question,positive_chunk,positive_chunk_id,paragraph_id
How do ferulic acid and beta-sitosterol inhibit the growth of premalignant and malignant human oral cell lines?,"Inhibition of the growth of premalignant and malignant human oral cell lines by extracts and components of black raspberries.
Black raspberries are a rich natural source of chemopreventive phytochemicals. Recent studies have shown that freeze-dried black raspberries inhibit the development of oral, esophageal, and colon cancer in rodents, and extracts of black raspberries inhibit benzo(a)pyrene-induced cell transformation of hamster embryo fibroblasts. However, the molecular mechanisms and the active components responsible for black raspberry chemoprevention are unclear. In this study, we found that 2 major chemopreventive components of black raspberries, ferulic acid and beta-sitosterol, and a fraction eluted with ethanol (RO-ET) during silica column chromatography of the organic extract of freeze-dried black raspberries inhibit the growth of premalignant and malignant but not normal human oral epithelial cell lines. Another fraction eluted with CH2Cl2/ethanol (DM:ET) and ellagic acid inhibited the growth of normal as well as premalignant and malignant human oral cell lines. We investigated the molecular mechanisms by which ferulic acid and beta-sitosterol and the RO-ET fraction selectively inhibited the growth of premalignant and malignant oral cells using flow cytometry and Western blotting of cell cycle regulatory proteins. There was no discernable change in the cell cycle distribution following treatment of cells with the RO-ET fraction. Premalignant and malignant cells redistributed to the G2/M phase of the cell cycle following incubation with ferulic acid. beta-sitosterol treated premalignant and malignant cells accumulated in the G0/G1 and G2/M phases, respectively. The RO-ET fraction reduced the levels of cyclin A and cell division cycle gene 2 (cdc2) in premalignant cells and cyclin B1, cyclin D1, and cdc2 in the malignant cell lines. This fraction also elevated the levels of p21waf1/cip1 in the malignant cell line. Ferulic acid treatment led to increased levels of cyclin B1 and cdc2 in both cell lines, and p21waf1/cip1 was induced in the malignant cell line. beta-sitosterol reduced the levels of cyclin B1 and cdc2 while increasing p21waf1/cip1 in both the premalignant and malignant cell lines.",0,58
What are the effects of the RO-ET fraction on the cell cycle distribution of premalignant and malignant human oral cell lines?,"Inhibition of the growth of premalignant and malignant human oral cell lines by extracts and components of black raspberries.
Black raspberries are a rich natural source of chemopreventive phytochemicals. Recent studies have shown that freeze-dried black raspberries inhibit the development of oral, esophageal, and colon cancer in rodents, and extracts of black raspberries inhibit benzo(a)pyrene-induced cell transformation of hamster embryo fibroblasts. However, the molecular mechanisms and the active components responsible for black raspberry chemoprevention are unclear. In this study, we found that 2 major chemopreventive components of black raspberries, ferulic acid and beta-sitosterol, and a fraction eluted with ethanol (RO-ET) during silica column chromatography of the organic extract of freeze-dried black raspberries inhibit the growth of premalignant and malignant but not normal human oral epithelial cell lines. Another fraction eluted with CH2Cl2/ethanol (DM:ET) and ellagic acid inhibited the growth of normal as well as premalignant and malignant human oral cell lines. We investigated the molecular mechanisms by which ferulic acid and beta-sitosterol and the RO-ET fraction selectively inhibited the growth of premalignant and malignant oral cells using flow cytometry and Western blotting of cell cycle regulatory proteins. There was no discernable change in the cell cycle distribution following treatment of cells with the RO-ET fraction. Premalignant and malignant cells redistributed to the G2/M phase of the cell cycle following incubation with ferulic acid. beta-sitosterol treated premalignant and malignant cells accumulated in the G0/G1 and G2/M phases, respectively. The RO-ET fraction reduced the levels of cyclin A and cell division cycle gene 2 (cdc2) in premalignant cells and cyclin B1, cyclin D1, and cdc2 in the malignant cell lines. This fraction also elevated the levels of p21waf1/cip1 in the malignant cell line. Ferulic acid treatment led to increased levels of cyclin B1 and cdc2 in both cell lines, and p21waf1/cip1 was induced in the malignant cell line. beta-sitosterol reduced the levels of cyclin B1 and cdc2 while increasing p21waf1/cip1 in both the premalignant and malignant cell lines.",0,58
What are the recommended daily intakes of phytonutrients for adults in the United States?,"Phytonutrient intake by adults in the United States in relation to fruit and vegetable consumption.
BACKGROUND: Individuals consuming diets dense in fruits and vegetables consume an array of phytonutrients as well as recognized nutritional components, including vitamins, minerals, and fiber. There is a growing body of evidence that phytonutrients may play positive roles in health. OBJECTIVE: The purpose of this research was to estimate usual intakes of nine individual phytonutrients by Americans consuming recommended levels of fruits and vegetables compared to intakes by adults not meeting these recommendations, and to identify contributions of food sources to total phytonutrient intakes. The phytonutrients examined in this study are found predominantly in fruits and vegetables. DESIGN: Food consumption data from the National Health and Nutrition Examination Surveys 2003-2006 and phytonutrient concentration data from US Department of Agriculture databases and the published literature were used to estimate energy-adjusted usual intakes. Student's t tests were used to compare mean energy-adjusted phytonutrient intakes between subpopulations who consumed recommended amounts of fruits and vegetables vs those who did not. Percentage contributions of each phytonutrient by food source were estimated for all adults. RESULTS: Energy-adjusted intakes of all phytonutrients other than ellagic acid were considerably higher among both men and women meeting dietary recommendations for fruit and vegetable intakes compared to those not meeting the recommendations; energy-adjusted intakes of ellagic acid were higher only among women meeting vs not meeting the recommendations. For five of the nine phytonutrients (α-carotene, β-cryptoxanthin, lycopene, hesperetin, and ellagic acid), a single food accounted for 64% or more of the total intake of the phytonutrient. CONCLUSIONS: Energy-adjusted intakes of carotenoids and flavonoids are higher among men and women whose diets conform to dietary guidance for fruits and vegetables. A limited number of foods provide the majority of these phytonutrients. Findings from this research provide important reference information on the phytonutrient contributions of a diet rich in fruits and vegetables.",0,59
How do food sources contribute to total phytonutrient intakes in adults who consume a diet rich in fruits and vegetables?,"Phytonutrient intake by adults in the United States in relation to fruit and vegetable consumption.
BACKGROUND: Individuals consuming diets dense in fruits and vegetables consume an array of phytonutrients as well as recognized nutritional components, including vitamins, minerals, and fiber. There is a growing body of evidence that phytonutrients may play positive roles in health. OBJECTIVE: The purpose of this research was to estimate usual intakes of nine individual phytonutrients by Americans consuming recommended levels of fruits and vegetables compared to intakes by adults not meeting these recommendations, and to identify contributions of food sources to total phytonutrient intakes. The phytonutrients examined in this study are found predominantly in fruits and vegetables. DESIGN: Food consumption data from the National Health and Nutrition Examination Surveys 2003-2006 and phytonutrient concentration data from US Department of Agriculture databases and the published literature were used to estimate energy-adjusted usual intakes. Student's t tests were used to compare mean energy-adjusted phytonutrient intakes between subpopulations who consumed recommended amounts of fruits and vegetables vs those who did not. Percentage contributions of each phytonutrient by food source were estimated for all adults. RESULTS: Energy-adjusted intakes of all phytonutrients other than ellagic acid were considerably higher among both men and women meeting dietary recommendations for fruit and vegetable intakes compared to those not meeting the recommendations; energy-adjusted intakes of ellagic acid were higher only among women meeting vs not meeting the recommendations. For five of the nine phytonutrients (α-carotene, β-cryptoxanthin, lycopene, hesperetin, and ellagic acid), a single food accounted for 64% or more of the total intake of the phytonutrient. CONCLUSIONS: Energy-adjusted intakes of carotenoids and flavonoids are higher among men and women whose diets conform to dietary guidance for fruits and vegetables. A limited number of foods provide the majority of these phytonutrients. Findings from this research provide important reference information on the phytonutrient contributions of a diet rich in fruits and vegetables.",0,59
"What are the top five food sources for five common phytonutrients (α-carotene, β-cryptoxanthin, lycopene, hesperetin, and ellagic acid) in the diets of adults who meet dietary recommendations for fruit and vegetable consumption?","Phytonutrient intake by adults in the United States in relation to fruit and vegetable consumption.
BACKGROUND: Individuals consuming diets dense in fruits and vegetables consume an array of phytonutrients as well as recognized nutritional components, including vitamins, minerals, and fiber. There is a growing body of evidence that phytonutrients may play positive roles in health. OBJECTIVE: The purpose of this research was to estimate usual intakes of nine individual phytonutrients by Americans consuming recommended levels of fruits and vegetables compared to intakes by adults not meeting these recommendations, and to identify contributions of food sources to total phytonutrient intakes. The phytonutrients examined in this study are found predominantly in fruits and vegetables. DESIGN: Food consumption data from the National Health and Nutrition Examination Surveys 2003-2006 and phytonutrient concentration data from US Department of Agriculture databases and the published literature were used to estimate energy-adjusted usual intakes. Student's t tests were used to compare mean energy-adjusted phytonutrient intakes between subpopulations who consumed recommended amounts of fruits and vegetables vs those who did not. Percentage contributions of each phytonutrient by food source were estimated for all adults. RESULTS: Energy-adjusted intakes of all phytonutrients other than ellagic acid were considerably higher among both men and women meeting dietary recommendations for fruit and vegetable intakes compared to those not meeting the recommendations; energy-adjusted intakes of ellagic acid were higher only among women meeting vs not meeting the recommendations. For five of the nine phytonutrients (α-carotene, β-cryptoxanthin, lycopene, hesperetin, and ellagic acid), a single food accounted for 64% or more of the total intake of the phytonutrient. CONCLUSIONS: Energy-adjusted intakes of carotenoids and flavonoids are higher among men and women whose diets conform to dietary guidance for fruits and vegetables. A limited number of foods provide the majority of these phytonutrients. Findings from this research provide important reference information on the phytonutrient contributions of a diet rich in fruits and vegetables.",0,59
What is the effect of cinnamon supplementation on blood pressure in type 2 diabetic patients?,"Glycated haemoglobin and blood pressure-lowering effect of cinnamon in multi-ethnic Type 2 diabetic patients in the UK: a randomized, placebo-contr...
AIMS: To determine the blood glucose lowering effect of cinnamon on HbA1c, blood pressure and lipid profiles in people with type 2 diabetes. METHODS: 58 type 2 diabetic patients (25 males and 33 females), aged 54.9 ± 9.8, treated only with hypoglycemic agents and with an HbA1c more than 7% were randomly assigned to receive either 2g of cinnamon or placebo daily for 12 weeks. RESULTS: After intervention, the mean HbA1c was significantly decreased (P<0.005) in the cinnamon group (8.22% to 7.86%) compared with placebo group (8.55% to 8.68%). Mean systolic and diastolic blood pressures (SBP and DBP) were also significantly reduced (P<0.001) after 12 weeks in the cinnamon group (SBP: 132.6 to 129.2 mmHg and DBP: 85.2 to 80.2 mmHg) compared with the placebo group (SBP: 134.5 to 134.9 mmHg and DBP: 86.8 to 86.1 mmHg). A significant reduction in fasting plasma glucose (FPG), waist circumference and body mass index (BMI) was observed at week 12 compared to baseline in the cinnamon group, however, the changes were not significant when compared to placebo group. There were no significant differences in serum lipid profiles of total cholesterol, triglycerides, HDL and LDL cholesterols neither between nor within the groups. CONCLUSIONS: Intake of 2g of cinnamon for 12 weeks significantly reduces the HbA1c, SBP and DBP among poorly controlled type 2 diabetes patients. Cinnamon supplementation could be considered as an additional dietary supplement option to regulate blood glucose and blood pressure levels along with conventional medications to treat type 2 diabetes mellitus. © 2010 The Authors. Diabetic Medicine © 2010 Diabetes UK.",0,60
Can cinnamon lower HbA1c levels in people with poorly controlled type 2 diabetes?,"Glycated haemoglobin and blood pressure-lowering effect of cinnamon in multi-ethnic Type 2 diabetic patients in the UK: a randomized, placebo-contr...
AIMS: To determine the blood glucose lowering effect of cinnamon on HbA1c, blood pressure and lipid profiles in people with type 2 diabetes. METHODS: 58 type 2 diabetic patients (25 males and 33 females), aged 54.9 ± 9.8, treated only with hypoglycemic agents and with an HbA1c more than 7% were randomly assigned to receive either 2g of cinnamon or placebo daily for 12 weeks. RESULTS: After intervention, the mean HbA1c was significantly decreased (P<0.005) in the cinnamon group (8.22% to 7.86%) compared with placebo group (8.55% to 8.68%). Mean systolic and diastolic blood pressures (SBP and DBP) were also significantly reduced (P<0.001) after 12 weeks in the cinnamon group (SBP: 132.6 to 129.2 mmHg and DBP: 85.2 to 80.2 mmHg) compared with the placebo group (SBP: 134.5 to 134.9 mmHg and DBP: 86.8 to 86.1 mmHg). A significant reduction in fasting plasma glucose (FPG), waist circumference and body mass index (BMI) was observed at week 12 compared to baseline in the cinnamon group, however, the changes were not significant when compared to placebo group. There were no significant differences in serum lipid profiles of total cholesterol, triglycerides, HDL and LDL cholesterols neither between nor within the groups. CONCLUSIONS: Intake of 2g of cinnamon for 12 weeks significantly reduces the HbA1c, SBP and DBP among poorly controlled type 2 diabetes patients. Cinnamon supplementation could be considered as an additional dietary supplement option to regulate blood glucose and blood pressure levels along with conventional medications to treat type 2 diabetes mellitus. © 2010 The Authors. Diabetic Medicine © 2010 Diabetes UK.",0,60
Are there any dietary supplements that can help regulate blood glucose and blood pressure levels in type 2 diabetes patients?,"Glycated haemoglobin and blood pressure-lowering effect of cinnamon in multi-ethnic Type 2 diabetic patients in the UK: a randomized, placebo-contr...
AIMS: To determine the blood glucose lowering effect of cinnamon on HbA1c, blood pressure and lipid profiles in people with type 2 diabetes. METHODS: 58 type 2 diabetic patients (25 males and 33 females), aged 54.9 ± 9.8, treated only with hypoglycemic agents and with an HbA1c more than 7% were randomly assigned to receive either 2g of cinnamon or placebo daily for 12 weeks. RESULTS: After intervention, the mean HbA1c was significantly decreased (P<0.005) in the cinnamon group (8.22% to 7.86%) compared with placebo group (8.55% to 8.68%). Mean systolic and diastolic blood pressures (SBP and DBP) were also significantly reduced (P<0.001) after 12 weeks in the cinnamon group (SBP: 132.6 to 129.2 mmHg and DBP: 85.2 to 80.2 mmHg) compared with the placebo group (SBP: 134.5 to 134.9 mmHg and DBP: 86.8 to 86.1 mmHg). A significant reduction in fasting plasma glucose (FPG), waist circumference and body mass index (BMI) was observed at week 12 compared to baseline in the cinnamon group, however, the changes were not significant when compared to placebo group. There were no significant differences in serum lipid profiles of total cholesterol, triglycerides, HDL and LDL cholesterols neither between nor within the groups. CONCLUSIONS: Intake of 2g of cinnamon for 12 weeks significantly reduces the HbA1c, SBP and DBP among poorly controlled type 2 diabetes patients. Cinnamon supplementation could be considered as an additional dietary supplement option to regulate blood glucose and blood pressure levels along with conventional medications to treat type 2 diabetes mellitus. © 2010 The Authors. Diabetic Medicine © 2010 Diabetes UK.",0,60
What are the safety concerns for women when taking statins?,"Women and statin use: a women's health advocacy perspective.
This paper is based on a longer report on the benefits, safety and modalities of information representation with regard to women and statin use, situated within the historical context of Women's Health Movement which has advocated for unbiased, appropriate medical research and prescribing for women based on the goals of full-disclosure, informed consent, evidence-based medicine and gender-based analysis. The evidence base for prescribing statins for women, especially for primary prevention is weak, yet Canadian data suggest that half of all prescriptions are for women. Safety meta-analyses do not disaggregate for women; do not consider female vulnerability to statin induced muscle problems, and women-centred concerns such as breast-cancer, miscarriage or birth defects are under-researched. Many trials have not published their non-cardiac serious adverse event data. These factors suggest that the standards of full-disclosure, informed consent, evidence-based prescribing and gender-based analysis are not being met and women should proceed with caution.",0,61
Why is there a lack of evidence-based research on statin use for women?,"Women and statin use: a women's health advocacy perspective.
This paper is based on a longer report on the benefits, safety and modalities of information representation with regard to women and statin use, situated within the historical context of Women's Health Movement which has advocated for unbiased, appropriate medical research and prescribing for women based on the goals of full-disclosure, informed consent, evidence-based medicine and gender-based analysis. The evidence base for prescribing statins for women, especially for primary prevention is weak, yet Canadian data suggest that half of all prescriptions are for women. Safety meta-analyses do not disaggregate for women; do not consider female vulnerability to statin induced muscle problems, and women-centred concerns such as breast-cancer, miscarriage or birth defects are under-researched. Many trials have not published their non-cardiac serious adverse event data. These factors suggest that the standards of full-disclosure, informed consent, evidence-based prescribing and gender-based analysis are not being met and women should proceed with caution.",0,61
"How can women make informed decisions about statin use, considering their unique health needs and concerns?","Women and statin use: a women's health advocacy perspective.
This paper is based on a longer report on the benefits, safety and modalities of information representation with regard to women and statin use, situated within the historical context of Women's Health Movement which has advocated for unbiased, appropriate medical research and prescribing for women based on the goals of full-disclosure, informed consent, evidence-based medicine and gender-based analysis. The evidence base for prescribing statins for women, especially for primary prevention is weak, yet Canadian data suggest that half of all prescriptions are for women. Safety meta-analyses do not disaggregate for women; do not consider female vulnerability to statin induced muscle problems, and women-centred concerns such as breast-cancer, miscarriage or birth defects are under-researched. Many trials have not published their non-cardiac serious adverse event data. These factors suggest that the standards of full-disclosure, informed consent, evidence-based prescribing and gender-based analysis are not being met and women should proceed with caution.",0,61
What is the association between caffeine consumption and the risk of primary open-angle glaucoma?,"Caffeine Consumption and the Risk of Primary Open - Angle Glaucoma: A Prospective Cohort Study
Purpose We investigated whether caffeine, which transiently increases intraocular pressure (IOP) is associated with risk of primary open-angle glaucoma (POAG). Methods We followed 79,120 women from 1980 and 42,052 men from 1986 to 2004 who were 40+ years old, did not have POAG, and reported receiving eye examinations. Information on caffeine consumption, potential confounders and POAG diagnoses were repeatedly updated in validated follow-up questionnaires. We confirmed 1,011 incident POAG cases with medical record review. Cohort-specific and pooled analyses across cohorts were conducted to calculate multivariable rate ratios (RR). Results Compared with daily intake of < 150 mg, the pooled multivariable RRs were 1.05 [95% Confidence Interval (CI), 0.89–1.25] for consuming 150–299 mg, 1.19 [95% CI, 0.99–1.43] for 300 – 449 mg/day, 1.13 [95% CI, 0.89–1.43] for 450–559 mg and 1.17 [95% CI, 0.90, 1.53] for 600+ mg+ [p for trend = 0.11]. However, for consuming 5+ cups of caffeinated coffee daily, RR was 1.61 [95% CI, 1.00, 2.59; p for trend=0.02]; tea or caffeinated cola intake were not associated with risk. Greater caffeine intake was more adversely associated with POAG among those reporting family history of glaucoma, particularly in relation to POAG with elevated IOP (p for trend =0.0009; p-interaction=0.04). Conclusion Overall caffeine intake was not associated with increased risk of POAG. However, in secondary analyses, caffeine appeared to elevate risk of high-tension POAG among those with a family history of glaucoma; this may be due to chance, but warrants further study.",0,62
Does family history of glaucoma affect the relationship between caffeine intake and risk of primary open-angle glaucoma?,"Caffeine Consumption and the Risk of Primary Open - Angle Glaucoma: A Prospective Cohort Study
Purpose We investigated whether caffeine, which transiently increases intraocular pressure (IOP) is associated with risk of primary open-angle glaucoma (POAG). Methods We followed 79,120 women from 1980 and 42,052 men from 1986 to 2004 who were 40+ years old, did not have POAG, and reported receiving eye examinations. Information on caffeine consumption, potential confounders and POAG diagnoses were repeatedly updated in validated follow-up questionnaires. We confirmed 1,011 incident POAG cases with medical record review. Cohort-specific and pooled analyses across cohorts were conducted to calculate multivariable rate ratios (RR). Results Compared with daily intake of < 150 mg, the pooled multivariable RRs were 1.05 [95% Confidence Interval (CI), 0.89–1.25] for consuming 150–299 mg, 1.19 [95% CI, 0.99–1.43] for 300 – 449 mg/day, 1.13 [95% CI, 0.89–1.43] for 450–559 mg and 1.17 [95% CI, 0.90, 1.53] for 600+ mg+ [p for trend = 0.11]. However, for consuming 5+ cups of caffeinated coffee daily, RR was 1.61 [95% CI, 1.00, 2.59; p for trend=0.02]; tea or caffeinated cola intake were not associated with risk. Greater caffeine intake was more adversely associated with POAG among those reporting family history of glaucoma, particularly in relation to POAG with elevated IOP (p for trend =0.0009; p-interaction=0.04). Conclusion Overall caffeine intake was not associated with increased risk of POAG. However, in secondary analyses, caffeine appeared to elevate risk of high-tension POAG among those with a family history of glaucoma; this may be due to chance, but warrants further study.",0,62
What is the optimal amount of caffeine intake to reduce the risk of primary open-angle glaucoma?,"Caffeine Consumption and the Risk of Primary Open - Angle Glaucoma: A Prospective Cohort Study
Purpose We investigated whether caffeine, which transiently increases intraocular pressure (IOP) is associated with risk of primary open-angle glaucoma (POAG). Methods We followed 79,120 women from 1980 and 42,052 men from 1986 to 2004 who were 40+ years old, did not have POAG, and reported receiving eye examinations. Information on caffeine consumption, potential confounders and POAG diagnoses were repeatedly updated in validated follow-up questionnaires. We confirmed 1,011 incident POAG cases with medical record review. Cohort-specific and pooled analyses across cohorts were conducted to calculate multivariable rate ratios (RR). Results Compared with daily intake of < 150 mg, the pooled multivariable RRs were 1.05 [95% Confidence Interval (CI), 0.89–1.25] for consuming 150–299 mg, 1.19 [95% CI, 0.99–1.43] for 300 – 449 mg/day, 1.13 [95% CI, 0.89–1.43] for 450–559 mg and 1.17 [95% CI, 0.90, 1.53] for 600+ mg+ [p for trend = 0.11]. However, for consuming 5+ cups of caffeinated coffee daily, RR was 1.61 [95% CI, 1.00, 2.59; p for trend=0.02]; tea or caffeinated cola intake were not associated with risk. Greater caffeine intake was more adversely associated with POAG among those reporting family history of glaucoma, particularly in relation to POAG with elevated IOP (p for trend =0.0009; p-interaction=0.04). Conclusion Overall caffeine intake was not associated with increased risk of POAG. However, in secondary analyses, caffeine appeared to elevate risk of high-tension POAG among those with a family history of glaucoma; this may be due to chance, but warrants further study.",0,62
What are the potential risks of heavy metal toxicity from using Ayurvedic herbal medicine products?,"Heavy metal content of ayurvedic herbal medicine products.
CONTEXT: Lead, mercury, and arsenic intoxication have been associated with the use of Ayurvedic herbal medicine product (HMPs). OBJECTIVES: To determine the prevalence and concentration of heavy metals in Ayurvedic HMPs manufactured in South Asia and sold in Boston-area stores and to compare estimated daily metal ingestion with regulatory standards. DESIGN AND SETTING: Systematic search strategy to identify all stores 20 miles or less from Boston City Hall that sold Ayurvedic HMPs from South Asia by searching online Yellow Pages using the categories markets, supermarkets, and convenience stores, and business names containing the word India, Indian cities, and Indian words. An online national directory of Indian grocery stores, a South Asian community business directory, and a newspaper were also searched. We visited each store and purchased all unique Ayurvedic HMPs between April 25 and October 24, 2003. MAIN OUTCOME MEASURES: Concentrations (microg/g) of lead, mercury, and arsenic in each HMP as measured by x-ray fluorescence spectroscopy. Estimates of daily metal ingestion for adults and children estimated using manufacturers' dosage recommendations with comparisons to US Pharmacopeia and US Environmental Protection Agency regulatory standards. RESULTS: A total of 14 (20%) of 70 HMPs (95% confidence interval, 11%-31%) contained heavy metals: lead (n = 13; median concentration, 40 microg/g; range, 5-37,000), mercury (n = 6; median concentration, 20,225 microg/g; range, 28-104,000), and/or arsenic (n = 6; median concentration, 430 microg/g; range, 37-8130). If taken as recommended by the manufacturers, each of these 14 could result in heavy metal intakes above published regulatory standards. CONCLUSIONS: One of 5 Ayurvedic HMPs produced in South Asia and available in Boston South Asian grocery stores contains potentially harmful levels of lead, mercury, and/or arsenic. Users of Ayurvedic medicine may be at risk for heavy metal toxicity, and testing of Ayurvedic HMPs for toxic heavy metals should be mandatory.",0,63
How common is the presence of heavy metals in Ayurvedic herbal medicine products manufactured in South Asia?,"Heavy metal content of ayurvedic herbal medicine products.
CONTEXT: Lead, mercury, and arsenic intoxication have been associated with the use of Ayurvedic herbal medicine product (HMPs). OBJECTIVES: To determine the prevalence and concentration of heavy metals in Ayurvedic HMPs manufactured in South Asia and sold in Boston-area stores and to compare estimated daily metal ingestion with regulatory standards. DESIGN AND SETTING: Systematic search strategy to identify all stores 20 miles or less from Boston City Hall that sold Ayurvedic HMPs from South Asia by searching online Yellow Pages using the categories markets, supermarkets, and convenience stores, and business names containing the word India, Indian cities, and Indian words. An online national directory of Indian grocery stores, a South Asian community business directory, and a newspaper were also searched. We visited each store and purchased all unique Ayurvedic HMPs between April 25 and October 24, 2003. MAIN OUTCOME MEASURES: Concentrations (microg/g) of lead, mercury, and arsenic in each HMP as measured by x-ray fluorescence spectroscopy. Estimates of daily metal ingestion for adults and children estimated using manufacturers' dosage recommendations with comparisons to US Pharmacopeia and US Environmental Protection Agency regulatory standards. RESULTS: A total of 14 (20%) of 70 HMPs (95% confidence interval, 11%-31%) contained heavy metals: lead (n = 13; median concentration, 40 microg/g; range, 5-37,000), mercury (n = 6; median concentration, 20,225 microg/g; range, 28-104,000), and/or arsenic (n = 6; median concentration, 430 microg/g; range, 37-8130). If taken as recommended by the manufacturers, each of these 14 could result in heavy metal intakes above published regulatory standards. CONCLUSIONS: One of 5 Ayurvedic HMPs produced in South Asia and available in Boston South Asian grocery stores contains potentially harmful levels of lead, mercury, and/or arsenic. Users of Ayurvedic medicine may be at risk for heavy metal toxicity, and testing of Ayurvedic HMPs for toxic heavy metals should be mandatory.",0,63
"What are the regulatory standards for heavy metal content in Ayurvedic herbal medicine products, and how do they compare to the levels found in products available in Boston-area stores?","Heavy metal content of ayurvedic herbal medicine products.
CONTEXT: Lead, mercury, and arsenic intoxication have been associated with the use of Ayurvedic herbal medicine product (HMPs). OBJECTIVES: To determine the prevalence and concentration of heavy metals in Ayurvedic HMPs manufactured in South Asia and sold in Boston-area stores and to compare estimated daily metal ingestion with regulatory standards. DESIGN AND SETTING: Systematic search strategy to identify all stores 20 miles or less from Boston City Hall that sold Ayurvedic HMPs from South Asia by searching online Yellow Pages using the categories markets, supermarkets, and convenience stores, and business names containing the word India, Indian cities, and Indian words. An online national directory of Indian grocery stores, a South Asian community business directory, and a newspaper were also searched. We visited each store and purchased all unique Ayurvedic HMPs between April 25 and October 24, 2003. MAIN OUTCOME MEASURES: Concentrations (microg/g) of lead, mercury, and arsenic in each HMP as measured by x-ray fluorescence spectroscopy. Estimates of daily metal ingestion for adults and children estimated using manufacturers' dosage recommendations with comparisons to US Pharmacopeia and US Environmental Protection Agency regulatory standards. RESULTS: A total of 14 (20%) of 70 HMPs (95% confidence interval, 11%-31%) contained heavy metals: lead (n = 13; median concentration, 40 microg/g; range, 5-37,000), mercury (n = 6; median concentration, 20,225 microg/g; range, 28-104,000), and/or arsenic (n = 6; median concentration, 430 microg/g; range, 37-8130). If taken as recommended by the manufacturers, each of these 14 could result in heavy metal intakes above published regulatory standards. CONCLUSIONS: One of 5 Ayurvedic HMPs produced in South Asia and available in Boston South Asian grocery stores contains potentially harmful levels of lead, mercury, and/or arsenic. Users of Ayurvedic medicine may be at risk for heavy metal toxicity, and testing of Ayurvedic HMPs for toxic heavy metals should be mandatory.",0,63
Effects of ractopamine on aggression in finishing pigs,"Aggressiveness and brain amine concentration in dominant and subordinate finishing pigs fed the beta-adrenoreceptor agonist ractopamine.
Under farm conditions, aggression related to the formation of social hierarchy and competition for resources can be a major problem because of associated injuries, social stress, and carcass losses. Any factor that may affect the regulation and amount of aggression within a farmed system, for instance, feeding the beta-adrenoreceptor agonist ractopamine (RAC), is therefore worthy of investigation. The objectives of this study were to assess the effects of the widely used swine feed additive RAC, considering also the effects of sex and social rank on aggressiveness and concentrations of brain amines, neurotransmitters essential for controlling aggression, in finishing pigs. Thirty-two barrows and 32 gilts (4 pigs/pen by sex) were fed either a control diet or a diet with RAC (Paylean, Elanco Animal Health, Greenfield, IN) added (5 mg/kg for 2 wk, followed by 10 mg/kg for 2 wk). The top dominant and bottom subordinate pigs (16 pigs/sex) in each pen were determined after mixing by a 36-h period of continuous behavioral observation. These pigs were then subjected to resident-intruder tests (maximum 300 s) during the feeding trial to measure aggressiveness. At the end of wk 4, the amygdala, frontal cortex, hypothalamus, and raphe nuclei were dissected and analyzed for concentrations of dopamine (DA); serotonin (5-HT); their metabolites 3,4-dihydroxyphenyl acetic acid (DOPAC) and homovanillic acid, and 5-hydroxyindoleacetic acid (5-HIAA), respectively; norepinephrine; and epinephrine using HPLC. Ractopamine-fed gilts performed more attacks during the first 30 s of testing than pigs in all other subgroups (P < 0.05). By the end of the resident-intruder test (300 s), the dominant control gilts and barrows, and both dominant and subordinate RAC-fed gilts performed the greatest percentage of attacks (P < 0.05). Gilts had decreased norepinephrine and DOPAC concentrations in the amygdala and frontal cortex, and when fed RAC, gilts also had the least 5-HIAA concentration and greatest DA turnover rate in the amygdala (P < 0.05).",0,64
Ractopamine-induced changes in brain amine concentrations in pigs,"Aggressiveness and brain amine concentration in dominant and subordinate finishing pigs fed the beta-adrenoreceptor agonist ractopamine.
Under farm conditions, aggression related to the formation of social hierarchy and competition for resources can be a major problem because of associated injuries, social stress, and carcass losses. Any factor that may affect the regulation and amount of aggression within a farmed system, for instance, feeding the beta-adrenoreceptor agonist ractopamine (RAC), is therefore worthy of investigation. The objectives of this study were to assess the effects of the widely used swine feed additive RAC, considering also the effects of sex and social rank on aggressiveness and concentrations of brain amines, neurotransmitters essential for controlling aggression, in finishing pigs. Thirty-two barrows and 32 gilts (4 pigs/pen by sex) were fed either a control diet or a diet with RAC (Paylean, Elanco Animal Health, Greenfield, IN) added (5 mg/kg for 2 wk, followed by 10 mg/kg for 2 wk). The top dominant and bottom subordinate pigs (16 pigs/sex) in each pen were determined after mixing by a 36-h period of continuous behavioral observation. These pigs were then subjected to resident-intruder tests (maximum 300 s) during the feeding trial to measure aggressiveness. At the end of wk 4, the amygdala, frontal cortex, hypothalamus, and raphe nuclei were dissected and analyzed for concentrations of dopamine (DA); serotonin (5-HT); their metabolites 3,4-dihydroxyphenyl acetic acid (DOPAC) and homovanillic acid, and 5-hydroxyindoleacetic acid (5-HIAA), respectively; norepinephrine; and epinephrine using HPLC. Ractopamine-fed gilts performed more attacks during the first 30 s of testing than pigs in all other subgroups (P < 0.05). By the end of the resident-intruder test (300 s), the dominant control gilts and barrows, and both dominant and subordinate RAC-fed gilts performed the greatest percentage of attacks (P < 0.05). Gilts had decreased norepinephrine and DOPAC concentrations in the amygdala and frontal cortex, and when fed RAC, gilts also had the least 5-HIAA concentration and greatest DA turnover rate in the amygdala (P < 0.05).",0,64
