[UE1] [2025-07-19 11:34:39] [  5]   0.00-1.00   sec  3.77 MBytes  31.7 Mbits/sec  0.228 ms  0/2733 (0%)
[UE1] [2025-07-19 12:09:51] [  5]  87.00-88.00  sec  3.58 MBytes  30.0 Mbits/sec  0.174 ms  0/2589 (0%)
[UE1] [2025-07-19 12:09:52] [  5]  88.00-89.00  sec  3.58 MBytes  30.0 Mbits/sec  0.147 ms  0/2590 (0%)
[UE1] [2025-07-19 12:09:53] [  5]  89.00-90.00  sec  3.58 MBytes  30.0 Mbits/sec  0.163 ms  0/2590 (0%)
[UE1] [2025-07-19 12:09:54] [  5]  90.00-91.00  sec  3.57 MBytes  30.0 Mbits/sec  0.188 ms  0/2587 (0%)
[UE1] [2025-07-19 12:09:55] [  5]  91.00-92.00  sec  3.58 MBytes  30.0 Mbits/sec  0.105 ms  0/2590 (0%)
[UE1] [2025-07-19 12:09:56] [  5]  92.00-93.00  sec  3.58 MBytes  30.0 Mbits/sec  0.297 ms  0/2590 (0%)
[UE1] [2025-07-19 12:09:57] [  5]  93.00-94.00  sec  3.58 MBytes  30.0 Mbits/sec  0.156 ms  0/2592 (0%)
[UE1] [2025-07-19 12:09:58] [  5]  94.00-95.00  sec  3.58 MBytes  30.0 Mbits/sec  0.164 ms  0/2590 (0%)
[UE1] [2025-07-19 12:09:59] [  5]  95.00-96.00  sec  3.57 MBytes  30.0 Mbits/sec  0.131 ms  0/2587 (0%)
[UE1] [2025-07-19 12:10:00] [  5]  96.00-97.00  sec  3.58 MBytes  30.0 Mbits/sec  0.211 ms  0/2592 (0%)
[UE1] [2025-07-19 12:10:01] [  5]  97.00-98.00  sec  3.57 MBytes  30.0 Mbits/sec  0.188 ms  0/2588 (0%)
[UE1] [2025-07-19 12:10:02] [  5]  98.00-99.00  sec  3.58 MBytes  30.0 Mbits/sec  0.147 ms  0/2591 (0%)
[UE1] [2025-07-19 12:10:03] [  5]  99.00-100.00 sec  3.58 MBytes  30.0 Mbits/sec  0.181 ms  0/2589 (0%)
[UE1] [2025-07-19 12:10:06] [  5]   0.00-1.00   sec  7.95 MBytes  66.7 Mbits/sec  0.141 ms  0/5757 (0%)
[UE1] [2025-07-19 12:10:07] [  5]   1.00-2.00   sec  14.5 MBytes   122 Mbits/sec  0.151 ms  0/10523 (0%)
[UE1] [2025-07-19 12:10:08] [  5]   2.00-3.00   sec  13.7 MBytes   115 Mbits/sec  0.251 ms  0/9928 (0%)
[UE1] [2025-07-19 12:10:09] [  5]   3.00-4.00   sec  14.1 MBytes   118 Mbits/sec  0.139 ms  24/10237 (0.23%)
[UE1] [2025-07-19 12:10:10] [  5]   4.00-5.00   sec  14.6 MBytes   123 Mbits/sec  0.082 ms  0/10594 (0%)
[UE1] [2025-07-19 12:10:11] [  5]   5.00-6.00   sec  14.7 MBytes   123 Mbits/sec  0.212 ms  0/10633 (0%)
[UE1] [2025-07-19 12:10:12] [  5]   6.00-7.00   sec  14.7 MBytes   124 Mbits/sec  0.149 ms  0/10665 (0%)
[UE1] [2025-07-19 12:10:13] [  5]   7.00-8.00   sec  14.4 MBytes   120 Mbits/sec  0.194 ms  0/10399 (0%)
[UE1] [2025-07-19 12:10:14] [  5]   8.00-9.00   sec  14.3 MBytes   120 Mbits/sec  0.148 ms  0/10321 (0%)
[UE1] [2025-07-19 12:10:15] [  5]   9.00-10.00  sec  14.2 MBytes   119 Mbits/sec  0.176 ms  0/10249 (0%)
[UE1] [2025-07-19 12:10:16] [  5]  10.00-11.00  sec  14.0 MBytes   118 Mbits/sec  0.172 ms  0/10146 (0%)
[UE1] [2025-07-19 12:10:17] [  5]  11.00-12.00  sec  14.5 MBytes   121 Mbits/sec  0.171 ms  0/10487 (0%)
[UE1] [2025-07-19 12:10:18] [  5]  12.00-13.00  sec  14.7 MBytes   123 Mbits/sec  0.182 ms  0/10652 (0%)
[UE1] [2025-07-19 12:10:19] [  5]  13.00-14.00  sec  14.5 MBytes   122 Mbits/sec  0.148 ms  0/10500 (0%)
[UE1] [2025-07-19 12:10:20] [  5]  14.00-15.00  sec  14.6 MBytes   123 Mbits/sec  0.154 ms  0/10588 (0%)
[UE1] [2025-07-19 12:10:21] [  5]  15.00-16.00  sec  14.6 MBytes   122 Mbits/sec  0.152 ms  0/10549 (0%)
[UE1] [2025-07-19 12:10:22] [  5]  16.00-17.00  sec  14.4 MBytes   121 Mbits/sec  0.169 ms  0/10423 (0%)
[UE1] [2025-07-19 12:10:23] [  5]  17.00-18.00  sec  13.7 MBytes   115 Mbits/sec  0.270 ms  0/9920 (0%)
[UE1] [2025-07-19 12:10:24] [  5]  18.00-19.00  sec  13.9 MBytes   116 Mbits/sec  0.084 ms  0/10035 (0%)
[UE1] [2025-07-19 12:10:25] [  5]  19.00-20.00  sec  14.4 MBytes   121 Mbits/sec  0.120 ms  0/10432 (0%)
[UE1] [2025-07-19 12:10:26] [  5]  20.00-21.00  sec  14.6 MBytes   122 Mbits/sec  0.116 ms  0/10566 (0%)
[UE1] [2025-07-19 12:10:27] [  5]  21.00-22.00  sec  14.7 MBytes   123 Mbits/sec  0.170 ms  0/10660 (0%)
[UE1] [2025-07-19 12:10:28] [  5]  22.00-23.00  sec  14.4 MBytes   121 Mbits/sec  0.161 ms  0/10438 (0%)
[UE1] [2025-07-19 12:10:29] [  5]  23.00-24.00  sec  14.6 MBytes   123 Mbits/sec  0.184 ms  0/10597 (0%)
[UE1] [2025-07-19 12:10:30] [  5]  24.00-25.00  sec  14.2 MBytes   119 Mbits/sec  0.081 ms  0/10254 (0%)
[UE1] [2025-07-19 12:10:31] [  5]  25.00-26.00  sec  14.5 MBytes   121 Mbits/sec  0.142 ms  0/10470 (0%)
[UE1] [2025-07-19 12:10:32] [  5]  26.00-27.00  sec  14.4 MBytes   121 Mbits/sec  0.172 ms  0/10409 (0%)
[UE1] [2025-07-19 12:10:33] [  5]  27.00-28.00  sec  14.5 MBytes   121 Mbits/sec  0.128 ms  0/10466 (0%)
[UE1] [2025-07-19 12:10:34] [  5]  28.00-29.00  sec  14.3 MBytes   120 Mbits/sec  0.186 ms  0/10323 (0%)
[UE1] [2025-07-19 12:10:35] [  5]  29.00-30.00  sec  13.9 MBytes   116 Mbits/sec  0.147 ms  0/10038 (0%)
[UE1] [2025-07-19 12:10:36] [  5]  30.00-31.00  sec  13.6 MBytes   114 Mbits/sec  0.176 ms  0/9850 (0%)
[UE1] [2025-07-19 12:10:37] [  5]  31.00-32.00  sec  14.4 MBytes   121 Mbits/sec  0.156 ms  0/10412 (0%)
[UE1] [2025-07-19 12:10:38] [  5]  32.00-33.00  sec  14.7 MBytes   123 Mbits/sec  0.205 ms  0/10639 (0%)
[UE1] [2025-07-19 12:10:39] [  5]  33.00-34.00  sec  14.6 MBytes   122 Mbits/sec  0.125 ms  0/10556 (0%)
[UE1] [2025-07-19 12:10:40] [  5]  34.00-35.00  sec  14.6 MBytes   122 Mbits/sec  0.198 ms  0/10564 (0%)
[UE1] [2025-07-19 12:10:41] [  5]  35.00-36.00  sec  14.5 MBytes   121 Mbits/sec  0.182 ms  0/10476 (0%)
[UE1] [2025-07-19 12:10:42] [  5]  36.00-37.00  sec  14.5 MBytes   122 Mbits/sec  0.166 ms  0/10535 (0%)
[UE1] [2025-07-19 12:10:43] [  5]  37.00-38.00  sec  14.3 MBytes   120 Mbits/sec  0.132 ms  0/10377 (0%)
[UE1] [2025-07-19 12:10:44] [  5]  38.00-39.00  sec  14.5 MBytes   121 Mbits/sec  0.154 ms  0/10470 (0%)
[UE1] [2025-07-19 12:10:45] [  5]  39.00-40.00  sec  14.6 MBytes   122 Mbits/sec  0.163 ms  0/10541 (0%)
[UE1] [2025-07-19 12:10:46] [  5]  40.00-41.00  sec  14.2 MBytes   119 Mbits/sec  0.088 ms  0/10262 (0%)
[UE1] [2025-07-19 12:10:47] [  5]  41.00-42.00  sec  13.2 MBytes   111 Mbits/sec  0.110 ms  0/9547 (0%)
[UE1] [2025-07-19 12:10:48] [  5]  42.00-43.00  sec  14.4 MBytes   121 Mbits/sec  0.152 ms  0/10463 (0%)
[UE1] [2025-07-19 12:10:49] [  5]  43.00-44.00  sec  14.5 MBytes   122 Mbits/sec  0.163 ms  0/10528 (0%)
[UE1] [2025-07-19 12:10:50] [  5]  44.00-45.00  sec  14.4 MBytes   120 Mbits/sec  0.111 ms  0/10393 (0%)
[UE1] [2025-07-19 12:10:51] [  5]  45.00-46.00  sec  14.6 MBytes   123 Mbits/sec  0.131 ms  0/10588 (0%)
[UE1] [2025-07-19 12:10:52] [  5]  46.00-47.00  sec  14.3 MBytes   120 Mbits/sec  0.139 ms  0/10372 (0%)
[UE1] [2025-07-19 12:10:53] [  5]  47.00-48.00  sec  14.4 MBytes   120 Mbits/sec  0.171 ms  0/10400 (0%)
[UE1] [2025-07-19 12:10:54] [  5]  48.00-49.00  sec  14.3 MBytes   120 Mbits/sec  0.163 ms  0/10356 (0%)
[UE1] [2025-07-19 12:10:55] [  5]  49.00-50.00  sec  13.6 MBytes   114 Mbits/sec  0.139 ms  0/9854 (0%)
[UE1] [2025-07-19 12:10:56] [  5]  50.00-51.00  sec  14.5 MBytes   121 Mbits/sec  0.142 ms  0/10467 (0%)
[UE1] [2025-07-19 12:10:57] [  5]  51.00-52.00  sec  14.4 MBytes   121 Mbits/sec  0.186 ms  0/10414 (0%)
[UE1] [2025-07-19 12:10:58] [  5]  52.00-53.00  sec  14.3 MBytes   120 Mbits/sec  0.158 ms  0/10354 (0%)
[UE1] [2025-07-19 12:10:59] [  5]  53.00-54.00  sec  14.3 MBytes   120 Mbits/sec  0.199 ms  0/10332 (0%)
[UE1] [2025-07-19 12:11:00] [  5]  54.00-55.00  sec  13.1 MBytes   110 Mbits/sec  0.132 ms  0/9522 (0%)
[UE1] [2025-07-19 12:11:01] [  5]  55.00-56.00  sec  13.8 MBytes   116 Mbits/sec  0.270 ms  0/9994 (0%)
[UE1] [2025-07-19 12:11:02] [  5]  56.00-57.00  sec  13.7 MBytes   115 Mbits/sec  0.148 ms  0/9920 (0%)
[UE1] [2025-07-19 12:11:03] [  5]  57.00-58.00  sec  14.5 MBytes   122 Mbits/sec  0.131 ms  0/10511 (0%)
[UE1] [2025-07-19 12:11:04] [  5]  58.00-59.00  sec  14.7 MBytes   123 Mbits/sec  0.184 ms  0/10656 (0%)
[UE1] [2025-07-19 12:11:05] [  5]  59.00-60.00  sec  13.5 MBytes   114 Mbits/sec  0.162 ms  0/9801 (0%)
[UE1] [2025-07-19 12:11:06] [  5]  60.00-61.00  sec  13.5 MBytes   113 Mbits/sec  0.145 ms  49/9824 (0.5%)
[UE1] [2025-07-19 12:11:07] [  5]  61.00-62.00  sec  15.5 MBytes   130 Mbits/sec  0.151 ms  0/11237 (0%)
[UE1] [2025-07-19 12:11:08] [  5]  62.00-63.00  sec  14.3 MBytes   120 Mbits/sec  0.122 ms  0/10376 (0%)
[UE1] [2025-07-19 12:11:09] [  5]  63.00-64.00  sec  14.3 MBytes   120 Mbits/sec  0.161 ms  0/10346 (0%)
[UE1] [2025-07-19 12:11:10] [  5]  64.00-65.00  sec  14.6 MBytes   122 Mbits/sec  0.133 ms  0/10554 (0%)
[UE1] [2025-07-19 12:11:11] [  5]  65.00-66.00  sec  14.4 MBytes   121 Mbits/sec  0.113 ms  0/10451 (0%)
[UE1] [2025-07-19 12:11:12] [  5]  66.00-67.00  sec  12.5 MBytes   105 Mbits/sec  0.069 ms  80/9146 (0.87%)
[UE1] [2025-07-19 12:11:13] [  5]  67.00-68.00  sec  13.9 MBytes   116 Mbits/sec  0.161 ms  108/10156 (1.1%)
[UE1] [2025-07-19 12:11:14] [  5]  68.00-69.00  sec  14.6 MBytes   123 Mbits/sec  0.140 ms  829/11431 (7.3%)
[UE1] [2025-07-19 12:11:15] [  5]  69.00-70.00  sec  14.7 MBytes   124 Mbits/sec  0.181 ms  0/10677 (0%)
[UE1] [2025-07-19 12:11:16] [  5]  70.00-71.00  sec  14.3 MBytes   120 Mbits/sec  0.162 ms  0/10388 (0%)
[UE1] [2025-07-19 12:11:17] [  5]  71.00-72.00  sec  14.5 MBytes   121 Mbits/sec  0.186 ms  0/10488 (0%)
[UE1] [2025-07-19 12:11:18] [  5]  72.00-73.00  sec  14.5 MBytes   122 Mbits/sec  0.140 ms  0/10493 (0%)
[UE1] [2025-07-19 12:11:19] [  5]  73.00-74.00  sec  14.4 MBytes   121 Mbits/sec  0.151 ms  0/10446 (0%)
[UE1] [2025-07-19 12:11:20] [  5]  74.00-75.00  sec  14.0 MBytes   118 Mbits/sec  0.233 ms  0/10174 (0%)
[UE1] [2025-07-19 12:11:21] [  5]  75.00-76.00  sec  14.3 MBytes   120 Mbits/sec  0.128 ms  0/10366 (0%)
[UE1] [2025-07-19 12:11:22] [  5]  76.00-77.00  sec  14.4 MBytes   121 Mbits/sec  0.185 ms  0/10460 (0%)
[UE1] [2025-07-19 12:11:23] [  5]  77.00-78.00  sec  14.4 MBytes   121 Mbits/sec  0.145 ms  0/10425 (0%)
[UE1] [2025-07-19 12:11:24] [  5]  78.00-79.00  sec  14.7 MBytes   123 Mbits/sec  0.135 ms  0/10612 (0%)
[UE1] [2025-07-19 12:11:25] [  5]  79.00-80.00  sec  14.4 MBytes   121 Mbits/sec  0.127 ms  0/10461 (0%)
[UE1] [2025-07-19 12:11:26] [  5]  80.00-81.00  sec  14.7 MBytes   124 Mbits/sec  0.173 ms  0/10678 (0%)
[UE1] [2025-07-19 12:11:27] [  5]  81.00-82.00  sec  14.4 MBytes   121 Mbits/sec  0.166 ms  0/10448 (0%)
[UE1] [2025-07-19 12:11:28] [  5]  82.00-83.00  sec  14.4 MBytes   121 Mbits/sec  0.233 ms  0/10412 (0%)
[UE1] [2025-07-19 12:11:29] [  5]  83.00-84.00  sec  14.6 MBytes   122 Mbits/sec  0.123 ms  0/10539 (0%)
[UE1] [2025-07-19 12:11:30] [  5]  84.00-85.00  sec  14.4 MBytes   120 Mbits/sec  0.159 ms  0/10392 (0%)
[UE1] [2025-07-19 12:11:31] [  5]  85.00-86.00  sec  14.3 MBytes   120 Mbits/sec  0.150 ms  0/10338 (0%)
[UE1] [2025-07-19 12:11:32] [  5]  86.00-87.00  sec  14.1 MBytes   118 Mbits/sec  0.149 ms  0/10224 (0%)
[UE1] [2025-07-19 12:11:33] [  5]  87.00-88.00  sec  14.4 MBytes   121 Mbits/sec  0.139 ms  0/10442 (0%)
[UE1] [2025-07-19 12:11:34] [  5]  88.00-89.00  sec  14.4 MBytes   121 Mbits/sec  0.152 ms  0/10435 (0%)
[UE1] [2025-07-19 12:11:35] [  5]  89.00-90.00  sec  14.5 MBytes   121 Mbits/sec  0.179 ms  0/10466 (0%)
[UE1] [2025-07-19 12:11:36] [  5]  90.00-91.00  sec  14.5 MBytes   121 Mbits/sec  0.168 ms  0/10475 (0%)
[UE1] [2025-07-19 12:11:37] [  5]  91.00-92.00  sec  13.8 MBytes   116 Mbits/sec  0.192 ms  0/9976 (0%)
[UE1] [2025-07-19 12:11:38] [  5]  92.00-93.00  sec  14.4 MBytes   121 Mbits/sec  0.170 ms  0/10430 (0%)
[UE1] [2025-07-19 12:11:39] [  5]  93.00-94.00  sec  14.3 MBytes   120 Mbits/sec  0.147 ms  0/10378 (0%)
[UE1] [2025-07-19 12:11:40] [  5]  94.00-95.00  sec  14.5 MBytes   121 Mbits/sec  0.154 ms  0/10466 (0%)
[UE1] [2025-07-19 12:11:41] [  5]  95.00-96.00  sec  14.6 MBytes   122 Mbits/sec  0.145 ms  0/10563 (0%)
[UE1] [2025-07-19 12:11:42] [  5]  96.00-97.00  sec  14.4 MBytes   121 Mbits/sec  0.202 ms  0/10414 (0%)
[UE1] [2025-07-19 12:11:43] [  5]  97.00-98.00  sec  14.1 MBytes   118 Mbits/sec  0.149 ms  0/10179 (0%)
[UE1] [2025-07-19 12:11:44] [  5]  98.00-99.00  sec  13.3 MBytes   111 Mbits/sec  0.183 ms  0/9615 (0%)
[UE1] [2025-07-19 12:11:46] [  5]  99.00-100.00 sec  14.3 MBytes   120 Mbits/sec  0.170 ms  0/10321 (0%)
[UE1] [2025-07-19 12:11:47] [  5]   0.00-1.00   sec  3.74 MBytes  31.3 Mbits/sec  0.248 ms  0/2706 (0%)
[UE1] [2025-07-19 12:11:48] [  5]   1.00-2.00   sec  3.58 MBytes  30.0 Mbits/sec  0.241 ms  0/2592 (0%)
[UE1] [2025-07-19 12:11:49] [  5]   2.00-3.00   sec  3.58 MBytes  30.0 Mbits/sec  0.194 ms  0/2589 (0%)
[UE1] [2025-07-19 12:11:50] [  5]   3.00-4.00   sec  3.58 MBytes  30.0 Mbits/sec  0.095 ms  0/2592 (0%)
[UE1] [2025-07-19 12:11:51] [  5]   4.00-5.00   sec  3.57 MBytes  30.0 Mbits/sec  0.195 ms  0/2587 (0%)
[UE1] [2025-07-19 12:11:52] [  5]   5.00-6.00   sec  3.58 MBytes  30.0 Mbits/sec  0.192 ms  0/2593 (0%)
[UE1] [2025-07-19 12:11:53] [  5]   6.00-7.00   sec  3.57 MBytes  30.0 Mbits/sec  0.168 ms  0/2587 (0%)
[UE1] [2025-07-19 12:11:54] [  5]   7.00-8.00   sec  3.58 MBytes  30.0 Mbits/sec  0.227 ms  0/2589 (0%)
[UE1] [2025-07-19 12:11:55] [  5]   8.00-9.00   sec  3.58 MBytes  30.0 Mbits/sec  0.258 ms  0/2593 (0%)
[UE1] [2025-07-19 12:11:56] [  5]   9.00-10.00  sec  3.58 MBytes  30.0 Mbits/sec  0.213 ms  0/2590 (0%)
[UE1] [2025-07-19 12:11:57] [  5]  10.00-11.00  sec  3.58 MBytes  30.0 Mbits/sec  0.193 ms  0/2589 (0%)
[UE1] [2025-07-19 12:11:58] [  5]  11.00-12.00  sec  3.58 MBytes  30.0 Mbits/sec  0.177 ms  0/2591 (0%)
[UE1] [2025-07-19 12:11:59] [  5]  12.00-13.00  sec  3.58 MBytes  30.0 Mbits/sec  0.181 ms  0/2589 (0%)
[UE1] [2025-07-19 12:12:00] [  5]  13.00-14.00  sec  3.58 MBytes  30.0 Mbits/sec  0.177 ms  0/2590 (0%)
[UE1] [2025-07-19 12:12:01] [  5]  14.00-15.00  sec  3.53 MBytes  29.6 Mbits/sec  0.221 ms  28/2587 (1.1%)
[UE1] [2025-07-19 12:12:02] [  5]  15.00-16.00  sec  3.58 MBytes  30.0 Mbits/sec  0.162 ms  0/2592 (0%)
[UE1] [2025-07-19 12:12:03] [  5]  16.00-17.00  sec  3.58 MBytes  30.0 Mbits/sec  0.328 ms  0/2590 (0%)
[UE1] [2025-07-19 12:12:04] [  5]  17.00-18.00  sec  3.57 MBytes  30.0 Mbits/sec  0.207 ms  0/2587 (0%)
[UE1] [2025-07-19 12:12:05] [  5]  18.00-19.00  sec  3.58 MBytes  30.0 Mbits/sec  0.213 ms  0/2593 (0%)
[UE1] [2025-07-19 12:12:06] [  5]  19.00-20.00  sec  3.58 MBytes  30.0 Mbits/sec  0.175 ms  0/2589 (0%)
[UE1] [2025-07-19 12:12:07] [  5]  20.00-21.00  sec  3.57 MBytes  30.0 Mbits/sec  0.165 ms  0/2588 (0%)
[UE1] [2025-07-19 12:12:08] [  5]  21.00-22.00  sec  3.58 MBytes  30.0 Mbits/sec  0.150 ms  0/2592 (0%)
[UE1] [2025-07-19 12:12:09] [  5]  22.00-23.00  sec  3.57 MBytes  30.0 Mbits/sec  0.273 ms  0/2587 (0%)
[UE1] [2025-07-19 12:12:10] [  5]  23.00-24.00  sec  3.58 MBytes  30.0 Mbits/sec  0.195 ms  0/2591 (0%)
[UE1] [2025-07-19 12:12:11] [  5]  24.00-25.00  sec  3.58 MBytes  30.0 Mbits/sec  0.284 ms  0/2589 (0%)
[UE1] [2025-07-19 12:12:12] [  5]  25.00-26.00  sec  3.58 MBytes  30.0 Mbits/sec  0.185 ms  0/2590 (0%)
[UE1] [2025-07-19 12:12:13] [  5]  26.00-27.00  sec  3.57 MBytes  30.0 Mbits/sec  0.152 ms  0/2587 (0%)
[UE1] [2025-07-19 12:12:14] [  5]  27.00-28.00  sec  3.58 MBytes  30.0 Mbits/sec  0.195 ms  0/2591 (0%)
[UE1] [2025-07-19 12:12:15] [  5]  28.00-29.00  sec  3.58 MBytes  30.0 Mbits/sec  0.233 ms  0/2591 (0%)
[UE1] [2025-07-19 12:12:16] [  5]  29.00-30.00  sec  3.58 MBytes  30.0 Mbits/sec  0.213 ms  0/2589 (0%)
[UE1] [2025-07-19 12:12:17] [  5]  30.00-31.00  sec  3.58 MBytes  30.0 Mbits/sec  0.102 ms  0/2593 (0%)
[UE1] [2025-07-19 12:12:18] [  5]  31.00-32.00  sec  3.58 MBytes  30.0 Mbits/sec  0.195 ms  0/2589 (0%)
[UE1] [2025-07-19 12:12:19] [  5]  32.00-33.00  sec  3.57 MBytes  30.0 Mbits/sec  0.213 ms  0/2588 (0%)
[UE1] [2025-07-19 12:12:20] [  5]  33.00-34.00  sec  3.58 MBytes  30.0 Mbits/sec  0.154 ms  0/2593 (0%)
[UE1] [2025-07-19 12:12:21] [  5]  34.00-35.00  sec  3.57 MBytes  30.0 Mbits/sec  0.286 ms  0/2587 (0%)
[UE1] [2025-07-19 12:12:22] [  5]  35.00-36.00  sec  3.58 MBytes  30.0 Mbits/sec  0.161 ms  0/2591 (0%)
[UE1] [2025-07-19 12:12:23] [  5]  36.00-37.00  sec  3.58 MBytes  30.0 Mbits/sec  0.128 ms  0/2591 (0%)
[UE1] [2025-07-19 12:12:24] [  5]  37.00-38.00  sec  3.58 MBytes  30.0 Mbits/sec  0.256 ms  0/2589 (0%)
[UE1] [2025-07-19 12:12:25] [  5]  38.00-39.00  sec  3.57 MBytes  29.9 Mbits/sec  0.161 ms  0/2585 (0%)
[UE1] [2025-07-19 12:12:26] [  5]  39.00-40.00  sec  3.58 MBytes  30.0 Mbits/sec  0.261 ms  0/2590 (0%)
[UE1] [2025-07-19 12:12:27] [  5]  40.00-41.00  sec  3.58 MBytes  30.0 Mbits/sec  0.241 ms  0/2592 (0%)
[UE1] [2025-07-19 12:12:28] [  5]  41.00-42.00  sec  3.58 MBytes  30.0 Mbits/sec  0.209 ms  0/2593 (0%)
[UE1] [2025-07-19 12:12:29] [  5]  42.00-43.00  sec  3.57 MBytes  30.0 Mbits/sec  0.302 ms  0/2587 (0%)
[UE1] [2025-07-19 12:12:30] [  5]  43.00-44.00  sec  3.58 MBytes  30.0 Mbits/sec  0.225 ms  0/2592 (0%)
[UE1] [2025-07-19 12:12:31] [  5]  44.00-45.00  sec  3.58 MBytes  30.0 Mbits/sec  0.235 ms  0/2590 (0%)
[UE1] [2025-07-19 12:12:32] [  5]  45.00-46.00  sec  3.57 MBytes  30.0 Mbits/sec  0.286 ms  0/2587 (0%)
[UE1] [2025-07-19 12:12:33] [  5]  46.00-47.00  sec  3.58 MBytes  30.0 Mbits/sec  0.271 ms  0/2593 (0%)
[UE1] [2025-07-19 12:12:34] [  5]  47.00-48.00  sec  3.57 MBytes  30.0 Mbits/sec  0.248 ms  0/2587 (0%)
[UE1] [2025-07-19 12:12:35] [  5]  48.00-49.00  sec  3.58 MBytes  30.0 Mbits/sec  0.230 ms  0/2592 (0%)
[UE1] [2025-07-19 12:12:36] [  5]  49.00-50.00  sec  3.58 MBytes  30.0 Mbits/sec  0.182 ms  0/2590 (0%)
[UE1] [2025-07-19 12:12:37] [  5]  50.00-51.00  sec  3.58 MBytes  30.0 Mbits/sec  0.120 ms  0/2590 (0%)
[UE1] [2025-07-19 12:12:38] [  5]  51.00-52.00  sec  3.58 MBytes  30.0 Mbits/sec  0.240 ms  0/2589 (0%)
[UE1] [2025-07-19 12:12:39] [  5]  52.00-53.00  sec  3.58 MBytes  30.0 Mbits/sec  0.147 ms  0/2590 (0%)
[UE1] [2025-07-19 12:12:40] [  5]  53.00-54.00  sec  3.57 MBytes  30.0 Mbits/sec  0.210 ms  0/2587 (0%)
[UE1] [2025-07-19 12:12:41] [  5]  54.00-55.00  sec  3.58 MBytes  30.0 Mbits/sec  0.257 ms  0/2590 (0%)
[UE1] [2025-07-19 12:12:42] [  5]  55.00-56.00  sec  3.58 MBytes  30.0 Mbits/sec  0.209 ms  0/2592 (0%)
[UE1] [2025-07-19 12:12:43] [  5]  56.00-57.00  sec  3.57 MBytes  30.0 Mbits/sec  0.189 ms  0/2588 (0%)
[UE1] [2025-07-19 12:12:44] [  5]  57.00-58.00  sec  3.58 MBytes  30.0 Mbits/sec  0.172 ms  0/2592 (0%)
[UE1] [2025-07-19 12:12:45] [  5]  58.00-59.00  sec  3.57 MBytes  30.0 Mbits/sec  0.312 ms  0/2587 (0%)
[UE1] [2025-07-19 12:12:46] [  5]  59.00-60.00  sec  3.58 MBytes  30.0 Mbits/sec  0.198 ms  0/2593 (0%)
[UE1] [2025-07-19 12:12:47] [  5]  60.00-61.00  sec  3.58 MBytes  30.0 Mbits/sec  0.273 ms  0/2589 (0%)
[UE1] [2025-07-19 12:12:48] [  5]  61.00-62.00  sec  3.57 MBytes  30.0 Mbits/sec  0.271 ms  0/2588 (0%)
[UE1] [2025-07-19 12:12:49] [  5]  62.00-63.00  sec  3.58 MBytes  30.0 Mbits/sec  0.180 ms  0/2590 (0%)
[UE1] [2025-07-19 12:12:50] [  5]  63.00-64.00  sec  3.58 MBytes  30.0 Mbits/sec  0.216 ms  0/2589 (0%)
[UE1] [2025-07-19 12:12:51] [  5]  64.00-65.00  sec  3.58 MBytes  30.0 Mbits/sec  0.250 ms  0/2593 (0%)
[UE1] [2025-07-19 12:12:52] [  5]  65.00-66.00  sec  3.57 MBytes  30.0 Mbits/sec  0.249 ms  0/2587 (0%)
[UE1] [2025-07-19 12:12:53] [  5]  66.00-67.00  sec  3.58 MBytes  30.0 Mbits/sec  0.257 ms  0/2589 (0%)
[UE1] [2025-07-19 12:12:54] [  5]  67.00-68.00  sec  3.58 MBytes  30.0 Mbits/sec  0.147 ms  0/2593 (0%)
[UE1] [2025-07-19 12:12:55] [  5]  68.00-69.00  sec  3.57 MBytes  30.0 Mbits/sec  0.234 ms  0/2587 (0%)
[UE1] [2025-07-19 12:12:56] [  5]  69.00-70.00  sec  3.58 MBytes  30.0 Mbits/sec  0.262 ms  0/2592 (0%)
[UE1] [2025-07-19 12:12:57] [  5]  70.00-71.00  sec  3.58 MBytes  30.0 Mbits/sec  0.348 ms  0/2589 (0%)
[UE1] [2025-07-19 12:12:58] [  5]  71.00-72.00  sec  3.57 MBytes  30.0 Mbits/sec  0.260 ms  0/2588 (0%)
[UE1] [2025-07-19 12:12:59] [  5]  72.00-73.00  sec  3.58 MBytes  30.0 Mbits/sec  0.136 ms  0/2593 (0%)
[UE1] [2025-07-19 12:13:00] [  5]  73.00-74.00  sec  3.56 MBytes  29.8 Mbits/sec  0.252 ms  13/2589 (0.5%)
[UE1] [2025-07-19 12:13:01] [  5]  74.00-75.00  sec  3.58 MBytes  30.0 Mbits/sec  0.165 ms  0/2589 (0%)
[UE1] [2025-07-19 12:13:02] [  5]  75.00-76.00  sec  3.57 MBytes  30.0 Mbits/sec  0.440 ms  0/2588 (0%)
[UE1] [2025-07-19 12:13:03] [  5]  76.00-77.00  sec  3.58 MBytes  30.0 Mbits/sec  0.159 ms  0/2593 (0%)
[UE1] [2025-07-19 12:13:04] [  5]  77.00-78.00  sec  3.57 MBytes  30.0 Mbits/sec  0.240 ms  0/2587 (0%)
[UE1] [2025-07-19 12:13:05] [  5]  78.00-79.00  sec  3.58 MBytes  30.0 Mbits/sec  0.184 ms  0/2592 (0%)
[UE1] [2025-07-19 12:13:06] [  5]  79.00-80.00  sec  3.58 MBytes  30.0 Mbits/sec  0.156 ms  0/2590 (0%)
